"ASV_Name","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV175","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia","soli"
"ASV177","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV183","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV184","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
"ASV185","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA,NA
"ASV187","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas",NA
"ASV188","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV189","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV191","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV196","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA,NA
"ASV197","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","Kallotenuaceae","Kallotenue",NA
"ASV198","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV200","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"ASV202","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"ASV203","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"ASV208","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","thiooxidans"
"ASV210","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV213","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV215","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","Kallotenuaceae","Kallotenue",NA
"ASV216","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",NA
"ASV217","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Schlegelella",NA
"ASV218","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus",NA
"ASV221","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus Planktophila",NA
"ASV224","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group",NA
"ASV225","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV231","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA
"ASV232","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA
"ASV233","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV234","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira",NA
"ASV235","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV240","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"ASV241","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alloiococcus","otitis"
"ASV242","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV243","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA
"ASV244","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV246","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV248","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella","thermotolerans"
"ASV253","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"ASV254","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","cheonhonense"
"ASV255","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis",NA
"ASV258","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV259","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga",NA
"ASV261","Bacteria","Firmicutes","Clostridia","Clostridiales","Caloramatoraceae","Thermobrachium",NA
"ASV262","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","defluvii"
"ASV263","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV264","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium",NA
"ASV265","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"ASV266","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV269","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV271","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Chungangia",NA
"ASV273","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus Planktophila",NA
"ASV275","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis",NA
"ASV278","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus",NA
"ASV279","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV282","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tundrisphaera",NA
"ASV283","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae",NA,NA
"ASV285","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"ASV287","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Candidatus Xenohaliotis",NA
"ASV292","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV295","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Inhella",NA
"ASV296","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV300","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV301","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"ASV302","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV303","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","wisconsinensis"
"ASV305","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA,NA
"ASV306","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Schlegelella",NA
"ASV311","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea",NA
"ASV312","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA
"ASV314","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV319","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV321","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia",NA
"ASV322","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"ASV323","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV325","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Candidatus Obscuribacter",NA
"ASV326","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halalkalibacillus",NA
"ASV328","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Hydrotalea","flava"
"ASV329","Bacteria","Firmicutes","Clostridia","Clostridiales","Caloramatoraceae","Fonticella","tunisiensis"
"ASV330","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Candidatus Nitrotoga",NA
"ASV332","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV334","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halalkalibacillus",NA
"ASV335","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae",NA,NA
"ASV337","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV340","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus",NA
"ASV341","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV342","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV343","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV344","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","lenta"
"ASV345","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA
"ASV346","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV347","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",NA
"ASV349","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA
"ASV355","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA
"ASV356","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"ASV357","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA
"ASV362","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV363","Bacteria","Firmicutes","Bacilli","Bacillales","Salisediminibacteriaceae","Salipaludibacillus",NA
"ASV364","Bacteria","Elusimicrobiota","Lineage IIb",NA,NA,NA,NA
"ASV365","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfuricurvum",NA
"ASV366","Bacteria","Patescibacteria","Parcubacteria","Candidatus Zambryskibacteria",NA,NA,NA
"ASV371","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA
"ASV373","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","gudaonensis"
"ASV376","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas",NA
"ASV379","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia",NA
"ASV380","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV384","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA,NA
"ASV385","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium",NA
"ASV386","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","palleronii"
"ASV388","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 12","pasteurianum"
"ASV389","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV390","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV391","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV395","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV396","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea",NA
"ASV399","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter",NA
"ASV401","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV402","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix",NA
"ASV406","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","urinapleomorphum"
"ASV408","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","saccharophilum"
"ASV410","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",NA,NA
"ASV413","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV414","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV415","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV416","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA
"ASV417","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV418","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV419","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA
"ASV420","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV425","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Vulcaniibacterium","thermophilum"
"ASV426","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA,NA
"ASV429","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV434","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA,NA
"ASV437","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV438","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA,NA
"ASV439","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV441","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"ASV444","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA
"ASV445","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV447","Bacteria","Proteobacteria","Alphaproteobacteria","Ferrovibrionales","Ferrovibrionaceae","Ferrovibrio",NA
"ASV448","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV451","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Ovatusbacter",NA
"ASV453","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV454","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV457","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV460","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV462","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium",NA
"ASV467","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae",NA,NA
"ASV469","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV471","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA
"ASV474","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV475","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV477","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13",NA
"ASV480","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV483","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV484","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV485","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV488","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)",NA,NA,NA
"ASV490","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV491","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"ASV494","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV495","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV496","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Williamsia",NA
"ASV497","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV498","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA
"ASV499","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV500","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia",NA
"ASV501","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"ASV504","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga",NA
"ASV508","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga","muralis"
"ASV510","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV514","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","goheungense"
"ASV515","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV516","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV517","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
"ASV520","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV523","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia",NA
"ASV527","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Schlesneria",NA
"ASV529","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV530","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV532","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV533","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV534","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV537","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Ammoniphilus",NA
"ASV539","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV540","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV541","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"ASV542","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV543","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV545","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV547","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV550","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA,NA
"ASV554","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Hydrogenophilus",NA
"ASV555","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"ASV559","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"ASV561","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV562","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV564","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"ASV565","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",NA
"ASV566","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV568","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"ASV570","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV571","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV572","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","insulae"
"ASV574","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"ASV575","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV579","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV580","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV581","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV582","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV584","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV586","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","acidaminiphila"
"ASV587","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus",NA
"ASV590","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"ASV591","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV593","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella",NA
"ASV598","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Terrilactibacillus",NA
"ASV601","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",NA
"ASV603","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV607","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV609","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"ASV619","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA
"ASV620","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV621","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV622","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV627","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV629","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV630","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV632","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV637","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV640","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"ASV641","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV642","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA
"ASV644","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV645","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Ferritrophicum",NA
"ASV648","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 12",NA
"ASV649","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"ASV656","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV657","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV660","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum",NA
"ASV665","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV668","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV670","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA
"ASV671","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"ASV675","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV678","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV679","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV681","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus",NA
"ASV682","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV683","Bacteria","Firmicutes","Bacilli","Caldalkalibacillales","Caldalkalibacillaceae","Caldalkalibacillus",NA
"ASV686","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV687","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",NA
"ASV692","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA
"ASV694","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA,NA
"ASV695","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA,NA
